Key,Source,Context,Changes,English,French,German,Klingon,Spanish,Polish
buffBZBerserkingOnDesc,buffs,Buff,New,"Brick's Berserking Actionskill :\n\nGet ready to Rumble!\n\nThis is a Fist Fight only!!",,,,,
buffDyingOrSecondWind,buffs,Buff,New,"!! FIGHT FOR YOUR LIFE !!",,,,,
buffDyingOrSecondWindDesc,buffs,Buff,New,"Kill something to get a Second Wind!",,,,,
buffDyingOrSecondWindTooltip,buffs,Buff,New,"You are slowly dying! Kill something to get into a Second Wind!",,,,,
buffSecondWindToLive,buffs,Buff,New,"++ SECOND WIND ++",,,,,
buffSecondWindToLiveDesc,buffs,Buff,New,"YES!! You survived!",,,,,
buffSecondWindToLiveTooltip,buffs,Buff,New,"Well done! You managed to survived that Near Death experience! Now go on!!",,,,,
x,items,Gun,KgNone,_,,,,,
y,items,Gun,KgNone,_______________________________VANILLA__LOCALIZATION__COMES__DOWN__HERE_____________________________________________,,,,,
z,items,Gun,KgNone,_,,,,,
airConditioner,blocks,Block,KgNone,Air Conditioner,Climatiseur,Klimaanlage,,Aire acondicionado,Klimatyzator
airConditionVentFan,blocks,Block,New,Vent Fan,,,,,
airConditionVentFanDouble,blocks,Block,New,"Vent Fan, Double",,,,,
alphabetLetterSignGroupDesc,blocks,Block,EnChanged,Create your own billboards with these single letter signs and numbers.,Créez vos propres panneaux grâce à ces lettres.,Erstelle mit diesen Buchstaben und Zahlen deine eigenen Plakatwände.,,Crea tus propios carteles con estas letras.,Stwórz w?asne billboardy z tymi pojedynczymi znakami.
arrowHelper,blocks,Block,New,Arrow Helper,,,,,
arrowSlit,blocks,Block,New,Arrow Slit,,,,,
awningBlock,blocks,Block,KeyChanged EnChanged,Awning Block,Bloc en toile marron,Stoffplane – Block,,Bloque canela de toldo,Blok - zadaszenie
awningCNRFull,blocks,Block,KeyChanged EnChanged,Awning Corner Full,Angle complet en toile marron,Stoffplane – Komplette Ecke,,Esquina canela de toldo,
awningCNRInside,blocks,Block,KeyChanged EnChanged,Awning Corner Inside,Angle intérieur en toile marron,Stoffplane – Innenecke,,Esquina interior canela de toldo,
awningCNRRound,blocks,Block,KeyChanged EnChanged,Awning Corner Round,Angle arrondi en toile marron,Stoffplane – Abgerundete Ecke,,Esquina redonda canela de toldo,
awningCNRRoundTop,blocks,Block,New,Awning Corner Round Top,,,,,
awningCTRSheet,blocks,Block,New,Awning Sheet Centered,,,,,
awningGable,blocks,Block,KeyChanged EnChanged,Awning Gable,Pignon en toile marron,Stoffplane – Giebel,,Frontón canela de toldo,
awningGroupDesc,blocks,Block,KgNone,An awning made from cloth.\nThis will greatly reduce fall damage.,Une toile en tissu.,Eine Stoffplane.,,Un toldo hecho de tela.,
awningPyramid,blocks,Block,KeyChanged EnChanged,Awning Pyramid,Pyramide en toile marron,Stoffplane – Pyramide,,Pirámide canela de toldo,
awningRamp,blocks,Block,KeyChanged EnChanged,Awning Ramp,Rampe en toile marron,Stoffplane – Rampe,,Rampa canela de toldo,
awningRampSheet,blocks,Block,New,Awning Ramp Sheet,,,,,
awningRampSheetEdgeLeft,blocks,Block,New,Awning Ramp Edge Left,,,,,
awningRampSheetEdgeRight,blocks,Block,New,Awning Ramp Edge Right,,,,,
awningSheet,blocks,Block,New,Awning Sheet,,,,,
barracksChair,blocks,Block,New,Barracks Chair,,,,,
barStool,blocks,Block,New,Bar Stool,,Barhocker,,,Sto?ek barowy
bed01,blocks,Block,KgNone,An Old Bed,Un vieux lit,Altes Bett,,Una cama vieja,Stare ?ó?ko
bed01Frame,blocks,Block,KgNone,Iron Bed Frame,Cadre de lit en fer,Eisenbettgestell,,Bastidor de cama de hierro,?elazna rama ?ó?ka
bed02,blocks,Block,KgNone,King Size Bed,Grand lit,Doppelbett,,Cama king size,Ogromne ?ó?ko
bedGroupDesc,blocks,Block,EnChanged,Placing it on the ground will let you spawn there when you die. It shows on your map and prevents zombie respawn. Only the last placed one will be active.,"En le plaçant à terre, vous pourrez réapparaître à cet endroit lorsque vous mourrez et il sera indiqué sur votre carte.","Wenn du dies platzierst, kannst du dort wiedererscheinen, falls du stirbst. Außerdem wird der Standort auf deiner Karte angezeigt.",,"Si la colocas en el suelo, revives allí cada vez que mueras. Además, se mostrará el lugar en el mapa.",
bedroll,blocks,Block,KgNone,Bedroll,Sac de couchage,Schlafsack,,Saco de dormir,?piwór
birdBathPlanter,blocks,Block,New,Bird Bath Planter,,,,,
boardedWindowsSheet4,blocks,Block,KgNone,Window Boards,Rebords de fenêtre,Fensterbretter,,Tapias,
bodyBagBlack,blocks,Block,New,Body Bag Black,,,,,
bodyBagPair,blocks,Block,New,Body Bag Pair,,,,,
bodyBagPairMixed,blocks,Block,New,Body Bag Mixed,,,,,
bodyBagPairYellow,blocks,Block,New,Body Bag Pair Yellow,,,,,
bodyBagPile,blocks,Block,New,Body Bag Pile,,,,,
bodyBagPileMix,blocks,Block,New,Body Bag Pile Mix,,,,,
bodyBagYellow,blocks,Block,New,Body Bag Yellow,,,,,
brickArch,blocks,Block,New,Brick Arch 2m,,,,,
brickArchCurveBase,blocks,Block,New,brick Arch Curve Base,,,,,
brickArchCurveFiller,blocks,Block,New,brick Arch Curve Filler,,,,,
brickArchCurveMiddle,blocks,Block,New,brick Arch Curve Middle,,,,,
brickArchCurveTop,blocks,Block,New,brick Arch Curve Top,,,,,
brickArchCurveTopMiddle,blocks,Block,New,brick Arch Curve Top Middle,,,,,
brickArchCurveTopMiddleTopper,blocks,Block,New,brick Arch Curve Top Middle Topper,,,,,
brickArchCurveWall,blocks,Block,New,brick Arch Curve Wall,,,,,
brickArchCurveWallCap,blocks,Block,New,brick Arch Curve Wall Cap,,,,,
brickBlock,blocks,Block,KgNone,Bricks,Briques,Ziegel,,Ladrillos,Ceg?y
brickBlockBaseboard1,blocks,Block,New,Brick Block Baseboard 1,,,,,
brickBlockBaseboard4,blocks,Block,New,Brick Block Baseboard 4,,,,,
brickBlockBaseboardChairRail1,blocks,Block,New,Brick Block Baseboard Chair Rail 1,,,,,
brickBlockBaseboardChairRail4,blocks,Block,New,Brick Block Baseboard Chair Rail 4,,,,,
brickBlockTileBroken01,blocks,Block,New,"Brick Block, Broken Tile",,,,,
brickCNRFull,blocks,Block,KgNone,Brick Full Corner,Angle complet en brique,Ziegel – Komplette Ecke,,Esquina de ladrillo,
brickCNRInside,blocks,Block,KgNone,Brick Inside Corner,Angle intérieur en brique,Ziegel – Innenecke,,Esquina interior de ladrillo,
brickCNRRamp,blocks,Block,KgNone,Brick Ramp Corner,Angle de rampe en brique,Ziegel – Rampenecke,,Esquina de rampa de ladrillo,
brickCNRRampFiller,blocks,Block,New,Brick Ramp Corner Filler,,Ziegel – Rampenecke Füller,,,
brickCNRRound,blocks,Block,KgNone,Brick Corner Round,Angle arrondi en brique,Ziegel – Abgerundete Ecke,,Esquina redonda de ladrillo,
brickCNRRoundTop,blocks,Block,New,Brick Corner Round Top,,,,,
brickCornerstone,blocks,Block,New,Brick Cornerstone,,,,,
brickCTRpole,blocks,Block,New,brick Pole Centered,,,,,
brickCTRQuarter,blocks,Block,New,Brick 1/4 Block Centered,,,,,
brickDestroyedBlock01,blocks,Block,KeyChanged,Brick Destroyed Block 01,Bloc de briques délabrées 1,"Zerbrochener, verwitterter Ziegel 1 – Block",,Bloque grieta de ladrillo deteriorado 1,
brickDestroyedBlock02,blocks,Block,KeyChanged,Brick Destroyed Block 02,Bloc de briques délabrées 2,"Zerbrochener, verwitterter Ziegel 2 – Block",,Bloque grieta de ladrillo deteriorado 2,
brickDestroyedBlock03,blocks,Block,KeyChanged,Brick Destroyed Block 03,Bloc de briques délabrées 3,"Zerbrochener, verwitterter Ziegel 3 – Block",,Bloque grieta de ladrillo deteriorado 3,
brickGable,blocks,Block,New,brick Gable,,,,,
brickGable1m,blocks,Block,New,Brick Gable 1m,,,,,
brickGableInvertedHalf,blocks,Block,New,Brick Gable Inverted Half,,,,,
brickGableInvertedQuarter,blocks,Block,New,Brick Gable Inverted Quarter,,,,,
brickGableInvertedSteep,blocks,Block,New,Brick Gable Inverted Steep,,,,,
brickGableQuarter,blocks,Block,New,Brick Gable Quarter,,,,,
brickGroupDesc,blocks,Block,KgNone,Brick walls offer decent protection and can be upgraded to concrete later.,Les murs en brique vous offrent une bonne protection et peuvent ensuite être améliorés en béton.,Ziegelmauern bieten ganz guten Schutz und können später zu Beton aufgewertet werden.,,Las paredes de ladrillo ofrecen una buena protección y se pueden mejorar a hormigón.,
brickHalf,blocks,Block,New,brick 1/2 Block,,,,,
brickHalfCentered,blocks,Block,New,Brick 1/2 Block CTR,,,,,
brickHalfCNRInside2,blocks,Block,New,Brick 1/2 Block Corner Inside 2,,,,,
brickHalfRampStairs50,blocks,Block,New,Brick 1/2 Ramp,,,,,
brickHalfRampStairs50Filler,blocks,Block,New,Brick 1/2 Ramp Filler,,,,,
brickPlate,blocks,Block,KgNone,Brick Plate,Plaque en brique,Ziegel – Platte,,Placa de ladrillo,
brickPlateOffset,blocks,Block,New,Brick Plate Offset,,,,,
brickPoleSCTR,blocks,Block,New,Brick Pole SCTR,,,,,
brickPyramid1m,blocks,Block,New,Brick Pyramid 1m,,,,,
brickQuarterCNR,blocks,Block,New,Brick 1/4 Corner,,,,,
brickQuarterCNR3Way,blocks,Block,New,Brick 1/4 Corner 3Way,,,,,
brickQuarterSCtr,blocks,Block,New,Brick 1/4 SCtr,,,,,
brickQuarterTeeSCtr,blocks,Block,New,Brick 1/4 T SCtr,,,,,
brickRamp,blocks,Block,KgNone,Brick Ramp,Rampe en brique,Ziegelrampe,,Rampa de ladrillo,
brickStairs25,blocks,Block,New,brick Stairs 25,,,,,
brickStairs25CornerCNR,blocks,Block,New,Brick Stairs Corner,,Ziegel Stufenecke,,,
brickStairsFilledRailingLeft,blocks,Block,New,"Brick Stairs, Railing Left",,,,,
brickStairsFilledRailingRight,blocks,Block,New,"Brick Stairs, Railing Right",,,,,
brickTubeCenter,blocks,Block,New,Brick Tube 3m Center,,,,,
brickTubeCorner,blocks,Block,New,Brick Tube 3m Corner,,,,,
brickTunnelCenter,blocks,Block,New,Brick Tunnel 3m Center,,,,,
brickTunnelCorner,blocks,Block,New,Brick Tunnel 3m Corner,,,,,
brickWedge,blocks,Block,New,Brick Wedge,,,,,
brickWedgeCNRInsideBottom,blocks,Block,New,Brick Wedge Inside Corner Bottom,,Ziegel Schräge Innenecke Unten,,,
brickWedgeCNRInsideSteepBase,blocks,Block,New,Brick Wedge Steep Inside Corner Base,,,,,
brickWedgeCNRInsideSteepTop,blocks,Block,New,Brick Wedge Steep Inside Corner Top,,,,,
brickWedgeCNRInsideTop,blocks,Block,New,Brick Wedge Inside Corner Top,,Ziegel Schräge Innenecke Oben,,,
brickWedgeCNRSteepBase,blocks,Block,New,Brick Wedge Steep Corner Base,,,,,
brickWedgeCNRSteepTop,blocks,Block,New,Brick Wedge Steep Corner Top,,,,,
brickWedgeIncline,blocks,Block,New,Brick Wedge Incline,,Ziegel Dachvorsprung,,,
brickWedgeStairs,blocks,Block,New,Brick Wedge Stairs,,,,,
brickWedgeTip,blocks,Block,New,Brick Wedge Tip,,,,,
brickWedgeTipCNRFullBottom,blocks,Block,New,Brick Wedge Full Corner Bottom,,Ziegel Schrägenspitze Komplette Ecke Unten,,,
brickWedgeTipCNRFullTop,blocks,Block,New,Brick Wedge Full Corner Top,,Ziegel Schrägenspitze Komplette Ecke Oben,,,
brickWedgeTipStairs,blocks,Block,New,Brick Wedge Tip Stairs,,,,,
brickWindowArchTop,blocks,Block,New,brick Window Arch Top,,,,,
brickWindowCircle,blocks,Block,New,brick Window Circle,,,,,
brickWindowCircleCorner,blocks,Block,New,brick Window Circle Corner,,,,,
bridgeConcreteBlock,blocks,Block,KgNone,Bridge Concrete Block,Bloc de pont en béton,Brücke – Betonblock,,Puente Bloque de hormigón,
bridgeMetalRivetBlock,blocks,Block,KgNone,Bridge Metal Rivet Block,Bloc de pont à rivets métalliques,Brücke – Genieteter Metallblock,,Puente Bloque con remaches de metal,
bridgeWoodBlock,blocks,Block,KgNone,Bridge Wood Block,Bloc de pont en bois,Brücke – Holzblock,,Puente Bloque de madera,
buildingBlockGroupDesc,blocks,Block,New,A building block from the creative menu.,,,,,
bulletproofGlassGroupDesc,blocks,Block,New,Bulletproof Glass can be repaired but requires completely new blocks of the same type as repair material.,,Panzerglas kann repariert werden aber verbraucht dabei Scheiben des genau gleichen Typs.,,,
burningBarrel,blocks,Block,EnChanged,Burning Barrel (POI),Baril en feu,Brennendes Fass (POI),,Barril en llamas,
burningBarrelDesc,blocks,Block,New,The burning barrel is an essential prop in every post-apocalyptic setting.,,,,,
burningBarrelPlayer,blocks,Block,KgNone,Burning Barrel,Baril en feu,Brennendes Fass,,Barril en llamas,
burntWoodBlock1,blocks,Block,KeyChanged EnChanged GrChanged,Burnt Wood Block 1,Bardage en bois blanc brûlé 1,Verkohltes Holz – Block 1,,Panel de madera blanco para revestimiento quemado 1,
burntWoodBlock2,blocks,Block,KeyChanged EnChanged GrChanged,Burnt Wood Block 2,Bardage en bois blanc brûlé 2,Verkohltes Holz – Block 2,,Panel de madera blanco para revestimiento quemado 2,
burntWoodBlock3,blocks,Block,KeyChanged EnChanged GrChanged,Burnt Wood Block 3,Bardage en bois blanc brûlé 3,Verkohltes Holz – Block 3,,Panel de madera blanco para revestimiento quemado 3,
burntWoodBlock4,blocks,Block,KeyChanged EnChanged GrChanged,Burnt Wood Block 4,Bardage en bois blanc brûlé 4,Verkohltes Holz – Block 4,,Panel de madera blanco para revestimiento quemado 4,
burntWoodBlock5,blocks,Block,KeyChanged EnChanged GrChanged,Burnt Wood Block 5,Bardage en bois blanc brûlé 5,Verkohltes Holz – Block 5,,Panel de madera blanco para revestimiento quemado 5,
burntWoodBlock6,blocks,Block,KeyChanged EnChanged GrChanged,Burnt Wood Block 6,Bardage en bois blanc brûlé 6,Verkohltes Holz – Block 6,,Panel de madera blanco para revestimiento quemado 6,
burntWoodRamp7,blocks,Block,KeyChanged EnChanged GrChanged,Burnt Wood Ramp 7,Bardage en bois blanc brûlé 7,Verkohltes Holz – Rampe 7,,Panel de madera blanco para revestimiento quemado 7,
burntWoodWedge7,blocks,Block,KeyChanged EnChanged GrChanged,Burnt Wood Wedge 7,Bardage en bois blanc brûlé 7,Verkohltes Holz – Schräge 7,,Panel de madera blanco para revestimiento quemado 7,
cable1,blocks,Block,KgNone,Cable1,Câble 1,Kabel 1,,Cable 1,
carsRandomHelper,blocks,Block,KgNone,= Cars = Random Helper,Voitures aléatoires,Zufällige Autos,,Coches al azar,
carsRandomHelperDesc,blocks,Block,New,"Will randomly spawn (mostly) undamaged, (rare) damaged, (very rare) car wreck",,,,,
chainLink,blocks,Block,GrChanged,Chain Link,Grillage,Maschendrahtzaun,,Eslabón,
chainLinkCornerBottom,blocks,Block,GrChanged,Chain Link Corner Bottom,Angle inférieur de grillage,Maschendrahtzaun – Untere Ecke,,Eslabón inferior de esquina,
chainLinkCornerTop,blocks,Block,GrChanged,Chain Link Corner Top,Angle supérieur de grillage,Maschendrahtzaun – Obere Ecke,,Eslabón superior de esquina,
chainLinkFenceBottomPole,blocks,Block,GrChanged,Chain Link Fence Bottom Pole,Pied de poteau de grillage,Maschendrahtzaun – Unterer Zaunpfahl,,Poste de eslabón inferior de valla,
chainLinkFenceTop,blocks,Block,GrChanged,Chain Link Fence Top,Sommet de grillage,Maschendrahtzaun – Oberer Zaun,,Eslabón superior de valla,
chainLinkFenceTopPole,blocks,Block,GrChanged,Chain Link Fence Top Pole,Sommet de poteau de grillage,Maschendrahtzaun – Oberer Zaunpfosten,,Poste de eslabón superior de valla,
chainLinkFenceTopPole2,blocks,Block,GrChanged,Chain Link Fence Top Pole 2,Sommet de poteau de grillage 2,Maschendrahtzaun – Oberer Zaunpfosten 2,,Poste de eslabón superior de valla 2,
chainLinkPole,blocks,Block,GrChanged,Chain Link Pole,Poteau de grillage,Maschendrahtzaun – Pfosten,,Poste de eslabón,
chairCouchSofa01,blocks,Block,KeyChanged EnChanged GrChanged,Sofa Chair 01,Chaise 01,Ledersessel 01,,Silla 01,
cinderBlocks01,blocks,Block,KgNone,Cinder Blocks01,Parpaings 01,Porenbetonsteine 01,,Bloques de cemento 01,
cinderBlocks02,blocks,Block,KgNone,Cinder Blocks02,Parpaings 02,Porenbetonsteine 02,,Bloques de cemento 02,
cinderBlocks03,blocks,Block,KgNone,Cinder Blocks03,Parpaings 03,Porenbetonsteine 03,,Bloques de cemento 03,
clothGroupDesc,blocks,Block,New,A dense roll of paper. Most should still be good to use.,,,,,
clothPillar100,blocks,Block,New,Industrial Carpet Roll 100,,,,,
clothPillar50,blocks,Block,New,Industrial Carpet Roll 50,,,,,
cntMedicalPileRandomHelper,blocks,Block,New,= Medical Pile = Random Helper,,,,,
cobblestoneArch,blocks,Block,New,Cobblestone Arch 2m,,,,,
cobblestoneArrowSlitHalf,blocks,Block,New,Cobblestone Arrow Slit,,,,,
cobblestoneBlock,blocks,Block,KgNone,Cobblestone Block,Bloc de pavés,Pflastersteinblock,,Bloque de adoquines,
cobblestoneCNRFull,blocks,Block,New,Cobblestone Full Corner,,,,,
cobblestoneCNRInside,blocks,Block,New,Cobblestone Inside Corner,,,,,
cobblestoneCNRRamp,blocks,Block,New,Cobblestone CNR Ramp,,,,,
cobblestoneCNRRampFiller,blocks,Block,New,Cobblestone Ramp Corner Filler,,Pflasterstein – Rampenecke Füller,,,
cobblestoneCTRpole,blocks,Block,New,cobblestone Pole Centered,,,,,
cobblestoneGableInvertedHalf,blocks,Block,New,Cobblestone Gable Inverted Half,,,,,
cobblestoneGableInvertedQuarter,blocks,Block,New,Cobblestone Gable Inverted Quarter,,,,,
cobblestoneGableInvertedSteep,blocks,Block,New,Cobblestone Gable Inverted Steep,,,,,
cobblestoneGableQuarter,blocks,Block,New,Cobblestone Gable Quarter,,,,,
cobblestoneGroupDesc,blocks,Block,New,You get Cobblestone by upgrading Flagstone blocks. One of the strongest blocks you can build early on.,,,,,
cobblestoneHalf,blocks,Block,New,cobblestone 1/2 Block,,,,,
cobblestonePillar100,blocks,Block,New,Cobblestone Pillar 100,,,,,
cobblestonePillar50,blocks,Block,New,Cobblestone Pillar 50,,,,,
cobblestonePlate,blocks,Block,New,Cobblestone Plate,,,,,
cobblestonePlateOffset,blocks,Block,New,Cobblestone Plate Offset,,,,,
cobblestonePole,blocks,Block,New,Cobblestone Pole,,,,,
cobblestonePyramid,blocks,Block,New,Cobblestone Pyramid,,,,,
cobblestoneQuarterCNR,blocks,Block,New,Cobblestone 1/4 Corner,,,,,
cobblestoneQuarterCNR3Way,blocks,Block,New,Cobblestone 1/4 Corner 3Way,,,,,
cobblestoneQuarterSCtr,blocks,Block,New,Cobblestone 1/4 SCtr,,,,,
cobblestoneQuarterTeeSCtr,blocks,Block,New,Cobblestone 1/4 T SCtr,,,,,
cobblestoneRamp,blocks,Block,KgNone,Cobblestone Ramp,Rampe en pavés,Pflastersteinrampe,,Rampa de adoquines,
cobblestoneStairs25,blocks,Block,KgNone,Cobblestone Stairs,Escaliers en pavés,Pflastersteinstufen,,Escaleras de adoquines,
cobblestoneStairs25CornerCNR,blocks,Block,New,Cobblestone Stairs Corner,,Pflasterstein Stufenecke,,,
cobblestoneStairs25Desc,blocks,Block,KgNone,Can be upgraded to concrete.,Ils peuvent également être améliorés pour obtenir des escaliers en béton.,Aufwertung zu Beton möglich.,,Se puede mejorar a hormigón.,
cobblestoneWedge,blocks,Block,New,Cobblestone Wedge,,,,,
cobblestoneWedgeCNRInsideBottom,blocks,Block,New,Cobblestone Wedge Inside Corner Bottom,,Pflasterstein Schräge Innenecke Unten,,,
cobblestoneWedgeCNRInsideSteepBase,blocks,Block,New,Cobblestone Wedge Steep Inside Corner Base,,,,,
cobblestoneWedgeCNRInsideSteepTop,blocks,Block,New,Cobblestone Wedge Steep Inside Corner Top,,,,,
cobblestoneWedgeCNRInsideTop,blocks,Block,New,Cobblestone Wedge Inside Corner Top,,Pflasterstein Schräge Innenecke Oben,,,
cobblestoneWedgeCNRSteepBase,blocks,Block,New,Cobblestone Wedge Steep Corner Base,,,,,
cobblestoneWedgeCNRSteepTop,blocks,Block,New,Cobblestone Wedge Steep Corner Top,,,,,
cobblestoneWedgeIncline,blocks,Block,New,Cobblestone Wedge Incline,,,,,
cobblestoneWedgeStairs,blocks,Block,New,Cobblestone Wedge Stairs,,,,,
cobblestoneWedgeTip,blocks,Block,New,Cobblestone Wedge Tip,,,,,
cobblestoneWedgeTipCNRFullBottom,blocks,Block,New,Cobblestone Wedge Full Corner Bottom,,Pflasterstein Schrägenspitze Komplette Ecke Unten,,,
cobblestoneWedgeTipCNRFullTop,blocks,Block,New,Cobblestone Wedge Full Corner Top,,Pflasterstein Schrägenspitze Komplette Ecke Oben,,,
cobblestoneWedgeTipStairs,blocks,Block,New,Cobblestone Wedge Tip Stairs,,,,,
cobweb,blocks,Block,KgNone,Cobweb,Toile d'araignée,Spinnennetz,,Telaraña,
cobwebDesc,blocks,Block,KgNone,A cobweb made by a spider. If this was Marvel it might mean something.,"La toile d'une araignée. Chez Marvel, ça aurait peut-être voulu dire quelque chose.","Das Netz einer Spinne. Wenn das hier Marvel wäre, dann könnte das auch etwas bedeuten.",,Una telaraña hecha por una araña. Si esto fuera Marvel podría significar algo.,
coffeeTable,blocks,Block,New,Coffee Table,,,,,
commercialBlindsBottom,blocks,Block,New,Commercial Blinds Bottom,,,,,
commercialBlindsTop,blocks,Block,New,Commercial Blinds Top,,,,,
commercialDoor1_v1,blocks,Block,KgNone,Commercial Door 1,Porte de commerce 1,Industrietür 1,,Puerta comercial 1,
commercialDoor1_v2,blocks,Block,KgNone,Commercial Door 1 v2,Porte de commerce 1 v2,Industrietür 1 v2,,Puerta comercial 1 v2,
commercialDoor1_v3,blocks,Block,KgNone,Commercial Door 1 v3,Porte de commerce 1 v3,Industrietür 1 v3,,Puerta comercial 1 v3,
commercialDoor2_v1,blocks,Block,KgNone,Commercial Door 2,Porte de commerce 2,Industrietür 2,,Puerta comercial 2,
commercialDoor2_v2,blocks,Block,KgNone,Commercial Door 2 v2,Porte de commerce 2 v2,Industrietür 2 v2,,Puerta comercial 2 v2,
commercialDoor2_v3,blocks,Block,KgNone,Commercial Door 2 v3,Porte de commerce 2 v3,Industrietür 2 v3,,Puerta comercial 2 v3,
commercialDoor4_v1,blocks,Block,KgNone,Commercial Door 4,Porte de commerce 4,Industrietür 4,,Puerta comercial 4,
commercialDoor4_v2,blocks,Block,KgNone,Commercial Door 4 v2,Porte de commerce 4 v2,Industrietür 4 v2,,Puerta comercial 4 v2,
commercialDoor4_v3,blocks,Block,KgNone,Commercial Door 4 v3,Porte de commerce 4 v3,Industrietür 4 v3,,Puerta comercial 4 v3,
concreteArch,blocks,Block,New,Concrete Arch 2m,,,,,
concreteArrowSlitHalf,blocks,Block,New,Concrete Arrow Slit,,,,,
concreteBarrier1,blocks,Block,New,Concrete Barrier 1,,,,,
concreteBarrier2,blocks,Block,New,Concrete Barrier 2,,,,,
concreteBarrier3,blocks,Block,New,Concrete Barrier 3,,,,,
concreteBlock,blocks,Block,KgNone,Concrete Block,Bloc de béton,Betonblock,,Bloque de hormigón,
concreteBlockBaseboard1,blocks,Block,New,Concrete Block Baseboard 1,,,,,
concreteBlockBaseboard4,blocks,Block,New,Concrete Block Baseboard 4,,,,,
concreteBlockBaseboardChairRail1,blocks,Block,New,Concrete Block Baseboard Chair Rail 1,,,,,
concreteBlockBaseboardChairRail4,blocks,Block,New,Concrete Block Baseboard Chair Rail 4,,,,,
concreteBlockTileBroken01,blocks,Block,New,"Concrete Block, Broken Tile",,,,,
concreteCNRFull,blocks,Block,KgNone,Concrete Full Corner,Angle complet en béton,Beton – Komplette Ecke,,Esquina de hormigón,
concreteCNRInside,blocks,Block,KgNone,Concrete Inside Corner,Angle intérieur en béton,Beton – Innenecke,,Esquina interior de hormigón,
concreteCNRRamp,blocks,Block,KgNone,Concrete Ramp Corner,Angle de rampe en béton,Beton – Rampenecke,,Esquina de rampa de hormigón,
concreteCNRRampFiller,blocks,Block,New,Concrete Ramp Corner Filler,,Beton – Rampenecke Füller,,,
concreteCNRRound,blocks,Block,New,Concrete Corner Round,,,,,
concreteCNRRoundTop,blocks,Block,New,Concrete Corner Round Top,,,,,
concreteCornerstone,blocks,Block,New,Concrete Cornerstone,,,,,
concreteCTRPlate,blocks,Block,KgNone,Concrete Plate Centered,Plaque centrée en béton,Betonplatte mittig,,Placa de hormigón centrada,
concreteCTRpole,blocks,Block,New,Concrete Pole Centered,,,,,
concreteCTRQuarter,blocks,Block,New,Concrete 1/4 Block Centered,,,,,
concreteDestroyed01,blocks,Block,New,concrete Destroyed 01,,,,,
concreteDestroyed02,blocks,Block,New,concrete Destroyed 02,,,,,
concreteDestroyed03,blocks,Block,New,concrete Destroyed 03,,,,,
concreteDestroyed04,blocks,Block,New,concrete Destroyed 04,,,,,
concreteDestroyed05,blocks,Block,New,concrete Destroyed 05,,,,,
concreteDestroyed06,blocks,Block,New,concrete Destroyed 06,,,,,
concreteDestroyed07,blocks,Block,New,concrete Destroyed 07,,,,,
concreteEighth,blocks,Block,KgNone,Concrete 1/8 Block,1/8 de bloc de béton,1/8 Betonblock,,1/8 de bloque de hormigón,
concreteFormBlock,blocks,Block,KgNone,Concrete Form Block,Bloc moule de béton,Betonschalung – Block,,Bloque de forma de hormigón,
concreteFormCNRInside,blocks,Block,KgNone,Concrete Form Corner Inside,Angle intérieur - finition béton,Betonschalung – Innenecke,,Esquina interior de forma de hormigón,
concreteFormCTRpole,blocks,Block,New,concrete Form Pole Centered,,,,,
concreteFormRamp,blocks,Block,KgNone,Concrete Form Ramp,Rampe en béton coffré,Betonschalung – Rampe,,Rampa de forma de hormigón,
concreteGable1m,blocks,Block,New,Concrete Gable 1m,,,,,
concreteGableInvertedHalf,blocks,Block,New,Concrete Gable Inverted Half,,,,,
concreteGableInvertedQuarter,blocks,Block,New,Concrete Gable Inverted Quarter,,,,,
concreteGableInvertedSteep,blocks,Block,New,Concrete Gable Inverted Steep,,,,,
concreteGableQuarter,blocks,Block,New,Concrete Gable Quarter,,,,,
concreteGroupDesc,blocks,Block,New,A very flexible building material. Place and wait for the concrete to set. Can be upgraded to reinforced concrete.,"Offrant une bonne protection, le béton est un matériau de construction très souple qui vous permet de fabriquer de nombreuses formes. Peut être amélioré.",Ein sehr flexibles Baumaterial. Braucht Zeit zum Aushärten. Kann zu verstärktem Beton aufgewertet werden.,,"El hormigón ofrece una buena protección y es un material de construcción muy flexible, por lo que se puede moldear mientras se usa. Se puede mejorar.",
concreteHalf,blocks,Block,KgNone,Concrete 1/2 Block,1/2 de bloc de béton,1/2 Betonblock,,1/2 de bloque de hormigón,
concreteHalfCentered,blocks,Block,New,Concrete 1/2 Block CTR,,,,,
concreteHalfCNRInside2,blocks,Block,New,Concrete 1/2 Block Corner Inside 2,,,,,
concreteHalfPlate,blocks,Block,New,Concrete Half Plate,,,,,
concreteHalfRampStairs50,blocks,Block,New,Concrete 1/2 Ramp,,,,,
concreteHalfRampStairs50Filler,blocks,Block,New,Concrete 1/2 Ramp Filler,,,,,
concreteNoUpgradeGroupDesc,blocks,Block,New,A very flexible building material. This block can not be upgraded and is likely only found in the creative menu.,,,,,
concretePillar100,blocks,Block,KgNone,Concrete Pillar 100,Pilier 100 en béton,Betonsäule 100,,Pilar de hormigón 100,
concretePillar100Cap,blocks,Block,New,Concrete Pillar 100 Cap,,,,,
concretePillar50,blocks,Block,KgNone,Concrete Pillar 50,Pilier 50 en béton,Betonsäule 50,,Pilar de hormigón 50,
concretePlate,blocks,Block,KgNone,Concrete Plate,Plaque en béton,Betonplatte,,Placa de hormigón,
